Begin_Date,Begin_Month,Year,Event_Type,Deaths,Damage_Property,State,Total_Disaster
8/29/1999,Aug,1999,Hurricane (Typhoon),1,100000,FL,1
9/13/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/13/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/13/1999,Sep,1999,Hurricane (Typhoon),0,100000,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,20000,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,50000,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,400000,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,5000000,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,50000,FL,1
9/14/1999,Sep,1999,Hurricane (Typhoon),0,500000,FL,1
9/15/1999,Sep,1999,Hurricane (Typhoon),0,55000000,FL,1
9/15/1999,Sep,1999,Hurricane (Typhoon),0,60000,FL,1
9/15/1999,Sep,1999,Hurricane (Typhoon),0,3000000,FL,1
9/15/1999,Sep,1999,Hurricane (Typhoon),0,1000000,FL,1
9/15/1999,Sep,1999,Hurricane (Typhoon),0,2500000,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,325000,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,100000,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/20/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/21/1999,Sep,1999,Tropical Storm,0,0,FL,1
9/21/1999,Sep,1999,Tropical Storm,0,0,FL,1
10/14/1999,Oct,1999,Hurricane (Typhoon),0,140000000,FL,1
10/14/1999,Oct,1999,Hurricane (Typhoon),0,54000000,FL,1
10/14/1999,Oct,1999,Hurricane (Typhoon),0,68000000,FL,1
10/14/1999,Oct,1999,Hurricane (Typhoon),0,9300000,FL,1
10/14/1999,Oct,1999,Hurricane (Typhoon),0,1500000,FL,1
10/14/1999,Oct,1999,Hurricane (Typhoon),0,2670000,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,10000000,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,12000000,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,6000000,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,8000000,FL,1
10/15/1999,Oct,1999,Hurricane (Typhoon),0,15000000,FL,1
10/16/1999,Oct,1999,Hurricane (Typhoon),0,600000,FL,1
10/16/1999,Oct,1999,Hurricane (Typhoon),0,300000,FL,1
10/16/1999,Oct,1999,Hurricane (Typhoon),0,300000,FL,1
9/16/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/16/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/16/2000,Sep,2000,Tropical Storm,0,50000,FL,1
9/16/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/16/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,500000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,150000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,10000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,50000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,250000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,1000000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,100000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,500000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,100000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,20000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,20000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,25000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,25000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,500000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,1800000,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
9/21/2000,Sep,2000,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,700000,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,5000000,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
8/4/2001,Aug,2001,Tropical Storm,0,0,FL,1
9/13/2001,Sep,2001,Tropical Storm,1,0,FL,1
9/13/2001,Sep,2001,Tropical Storm,0,0,FL,1
9/13/2001,Sep,2001,Tropical Storm,0,50000,FL,1
9/13/2001,Sep,2001,Tropical Storm,0,0,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,5700000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,2000000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,1000000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,1200000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,1500000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,1300000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,3600000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,2000000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,750000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,500000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,150000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,100000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,100000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,75000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,50000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,25000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,3000000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,0,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,50000,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,0,FL,1
9/14/2001,Sep,2001,Tropical Storm,0,0,FL,1
11/4/2001,Nov,2001,Hurricane (Typhoon),0,0,FL,1
11/5/2001,Nov,2001,Hurricane (Typhoon),0,0,FL,1
11/5/2001,Nov,2001,Hurricane (Typhoon),0,10000,FL,1
11/5/2001,Nov,2001,Hurricane (Typhoon),0,0,FL,1
11/5/2001,Nov,2001,Hurricane (Typhoon),0,30000,FL,1
11/5/2001,Nov,2001,Hurricane (Typhoon),0,10000,FL,1
9/4/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/12/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/12/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/12/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/12/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/12/2002,Sep,2002,Tropical Storm,0,40000,FL,1
9/13/2002,Sep,2002,Tropical Storm,0,50000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,100000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,25000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,35000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,15000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,5000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,125000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,25000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,20000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/14/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/24/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/24/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/24/2002,Sep,2002,Tropical Storm,0,0,FL,1
9/24/2002,Sep,2002,Tropical Storm,0,4500000,FL,1
9/24/2002,Sep,2002,Tropical Storm,0,879000,FL,1
9/24/2002,Sep,2002,Tropical Storm,0,5800000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,5000000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,10000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,250000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,150000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,100000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,1000000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,500000,FL,1
9/25/2002,Sep,2002,Tropical Storm,0,4000000,FL,1
8/10/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/10/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/10/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/10/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/10/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/10/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/11/2004,Aug,2004,Hurricane (Typhoon),0,150000,FL,1
8/11/2004,Aug,2004,Hurricane (Typhoon),0,5000,FL,1
8/11/2004,Aug,2004,Hurricane (Typhoon),0,5000,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,100000,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/12/2004,Aug,2004,Tropical Storm,0,0,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),0,2500000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),0,50000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),0,25000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),0,0,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),0,8200000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),1,2000000000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),1,382000000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),4,3000000000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),1,32400000,FL,1
8/13/2004,Aug,2004,Tropical Storm,0,78000000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),2,52000000,FL,1
8/13/2004,Aug,2004,Tropical Storm,1,900000,FL,1
8/13/2004,Aug,2004,Hurricane (Typhoon),0,20000,FL,1
9/1/2004,Sep,2004,Hurricane (Typhoon),0,5000,FL,1
9/1/2004,Sep,2004,Hurricane (Typhoon),0,10000,FL,1
9/1/2004,Sep,2004,Hurricane (Typhoon),0,5000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,80000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,34000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,0,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,500000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,0,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,2000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,5000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,0,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,1000000000,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,3,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,1,0,FL,1
9/4/2004,Sep,2004,Tropical Storm,0,0,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,2500000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,1000000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,90000000,FL,1
9/4/2004,Sep,2004,Hurricane (Typhoon),0,240000000,FL,1
9/5/2004,Sep,2004,Tropical Storm,0,45000000,FL,1
9/5/2004,Sep,2004,Tropical Storm,0,32400000,FL,1
9/5/2004,Sep,2004,Tropical Storm,0,31200000,FL,1
9/5/2004,Sep,2004,Tropical Storm,0,6400000,FL,1
