,Date,Average Temperature (C),State,Country,year,Average Temperature (F)
171908,1879-01-01 00:05:00,18,Illinois,United States,1879,64
171909,1879-01-01 00:06:00,21,Illinois,United States,1879,70
171910,1879-01-01 00:07:00,25,Illinois,United States,1879,78
171911,1879-01-01 00:08:00,22,Illinois,United States,1879,72
171912,1879-01-01 00:09:00,16,Illinois,United States,1879,61
171913,1879-01-01 00:10:00,15,Illinois,United States,1879,60
171914,1879-01-01 00:11:00,5,Illinois,United States,1879,42
171915,1879-01-01 00:12:00,-1,Illinois,United States,1879,28
171916,1880-01-01 00:01:00,4,Illinois,United States,1880,40
171917,1880-01-01 00:02:00,1,Illinois,United States,1880,34
171918,1880-01-01 00:03:00,4,Illinois,United States,1880,39
171919,1880-01-01 00:04:00,11,Illinois,United States,1880,52
171920,1880-01-01 00:05:00,19,Illinois,United States,1880,67
171921,1880-01-01 00:06:00,22,Illinois,United States,1880,72
171922,1880-01-01 00:07:00,23,Illinois,United States,1880,74
171923,1880-01-01 00:08:00,23,Illinois,United States,1880,74
171924,1880-01-01 00:09:00,17,Illinois,United States,1880,63
171925,1880-01-01 00:10:00,10,Illinois,United States,1880,51
171926,1880-01-01 00:11:00,-1,Illinois,United States,1880,30
171927,1880-01-01 00:12:00,-5,Illinois,United States,1880,22
171928,1881-01-01 00:01:00,-7,Illinois,United States,1881,18
171929,1881-01-01 00:02:00,-3,Illinois,United States,1881,25
171930,1881-01-01 00:03:00,1,Illinois,United States,1881,34
171931,1881-01-01 00:04:00,7,Illinois,United States,1881,46
171932,1881-01-01 00:05:00,20,Illinois,United States,1881,68
171933,1881-01-01 00:06:00,21,Illinois,United States,1881,70
171934,1881-01-01 00:07:00,25,Illinois,United States,1881,77
171935,1881-01-01 00:08:00,25,Illinois,United States,1881,77
171936,1881-01-01 00:09:00,21,Illinois,United States,1881,71
171937,1881-01-01 00:10:00,14,Illinois,United States,1881,57
171938,1881-01-01 00:11:00,4,Illinois,United States,1881,40
171939,1881-01-01 00:12:00,2,Illinois,United States,1881,36
171940,1882-01-01 00:01:00,-1,Illinois,United States,1882,28
171941,1882-01-01 00:02:00,4,Illinois,United States,1882,39
171942,1882-01-01 00:03:00,5,Illinois,United States,1882,42
171943,1882-01-01 00:04:00,11,Illinois,United States,1882,52
171944,1882-01-01 00:05:00,13,Illinois,United States,1882,56
171945,1882-01-01 00:06:00,21,Illinois,United States,1882,70
171946,1882-01-01 00:07:00,21,Illinois,United States,1882,71
171947,1882-01-01 00:08:00,22,Illinois,United States,1882,72
171948,1882-01-01 00:09:00,18,Illinois,United States,1882,65
171949,1882-01-01 00:10:00,14,Illinois,United States,1882,57
171950,1882-01-01 00:11:00,5,Illinois,United States,1882,42
171951,1882-01-01 00:12:00,-2,Illinois,United States,1882,27
171952,1883-01-01 00:01:00,-7,Illinois,United States,1883,17
171953,1883-01-01 00:02:00,-3,Illinois,United States,1883,26
171954,1883-01-01 00:03:00,1,Illinois,United States,1883,34
171955,1883-01-01 00:04:00,11,Illinois,United States,1883,52
171956,1883-01-01 00:05:00,14,Illinois,United States,1883,58
171957,1883-01-01 00:06:00,20,Illinois,United States,1883,69
171958,1883-01-01 00:07:00,23,Illinois,United States,1883,74
171959,1883-01-01 00:08:00,21,Illinois,United States,1883,70
171960,1883-01-01 00:09:00,17,Illinois,United States,1883,62
171961,1883-01-01 00:10:00,11,Illinois,United States,1883,52
171962,1883-01-01 00:11:00,5,Illinois,United States,1883,42
171963,1883-01-01 00:12:00,0,Illinois,United States,1883,31
171964,1884-01-01 00:01:00,-7,Illinois,United States,1884,18
171965,1884-01-01 00:02:00,-1,Illinois,United States,1884,29
171966,1884-01-01 00:03:00,3,Illinois,United States,1884,37
171967,1884-01-01 00:04:00,9,Illinois,United States,1884,49
171968,1884-01-01 00:05:00,16,Illinois,United States,1884,61
171969,1884-01-01 00:06:00,21,Illinois,United States,1884,70
171970,1884-01-01 00:07:00,22,Illinois,United States,1884,73
171971,1884-01-01 00:08:00,21,Illinois,United States,1884,71
171972,1884-01-01 00:09:00,21,Illinois,United States,1884,70
171973,1884-01-01 00:10:00,14,Illinois,United States,1884,57
171974,1884-01-01 00:11:00,4,Illinois,United States,1884,40
171975,1884-01-01 00:12:00,-3,Illinois,United States,1884,25
171976,1885-01-01 00:01:00,-8,Illinois,United States,1885,17
171977,1885-01-01 00:02:00,-7,Illinois,United States,1885,17
171978,1885-01-01 00:03:00,0,Illinois,United States,1885,33
171979,1885-01-01 00:04:00,10,Illinois,United States,1885,50
171980,1885-01-01 00:05:00,15,Illinois,United States,1885,60
171981,1885-01-01 00:06:00,21,Illinois,United States,1885,69
171982,1885-01-01 00:07:00,24,Illinois,United States,1885,76
171983,1885-01-01 00:08:00,21,Illinois,United States,1885,70
171984,1885-01-01 00:09:00,18,Illinois,United States,1885,64
171985,1885-01-01 00:10:00,10,Illinois,United States,1885,50
171986,1885-01-01 00:11:00,5,Illinois,United States,1885,41
171987,1885-01-01 00:12:00,-1,Illinois,United States,1885,29
171988,1886-01-01 00:01:00,-7,Illinois,United States,1886,18
171989,1886-01-01 00:02:00,-2,Illinois,United States,1886,27
171990,1886-01-01 00:03:00,3,Illinois,United States,1886,37
171991,1886-01-01 00:04:00,11,Illinois,United States,1886,53
171992,1886-01-01 00:05:00,17,Illinois,United States,1886,63
171993,1886-01-01 00:06:00,21,Illinois,United States,1886,70
171994,1886-01-01 00:07:00,24,Illinois,United States,1886,75
171995,1886-01-01 00:08:00,23,Illinois,United States,1886,74
171996,1886-01-01 00:09:00,19,Illinois,United States,1886,66
171997,1886-01-01 00:10:00,13,Illinois,United States,1886,55
171998,1886-01-01 00:11:00,3,Illinois,United States,1886,38
171999,1886-01-01 00:12:00,-5,Illinois,United States,1886,21
172000,1887-01-01 00:01:00,-6,Illinois,United States,1887,19
172001,1887-01-01 00:02:00,0,Illinois,United States,1887,30
172002,1887-01-01 00:03:00,3,Illinois,United States,1887,37
172003,1887-01-01 00:04:00,11,Illinois,United States,1887,52
172004,1887-01-01 00:05:00,19,Illinois,United States,1887,66
172005,1887-01-01 00:06:00,22,Illinois,United States,1887,73
172006,1887-01-01 00:07:00,26,Illinois,United States,1887,79
172007,1887-01-01 00:08:00,23,Illinois,United States,1887,73
172008,1887-01-01 00:09:00,18,Illinois,United States,1887,65
172009,1887-01-01 00:10:00,9,Illinois,United States,1887,49
172010,1887-01-01 00:11:00,4,Illinois,United States,1887,39
172011,1887-01-01 00:12:00,-2,Illinois,United States,1887,27
172012,1888-01-01 00:01:00,-8,Illinois,United States,1888,17
172013,1888-01-01 00:02:00,-2,Illinois,United States,1888,26
172014,1888-01-01 00:03:00,1,Illinois,United States,1888,34
172015,1888-01-01 00:04:00,10,Illinois,United States,1888,51
172016,1888-01-01 00:05:00,14,Illinois,United States,1888,58
172017,1888-01-01 00:06:00,21,Illinois,United States,1888,70
172018,1888-01-01 00:07:00,24,Illinois,United States,1888,75
172019,1888-01-01 00:08:00,21,Illinois,United States,1888,71
172020,1888-01-01 00:09:00,16,Illinois,United States,1888,61
172021,1888-01-01 00:10:00,9,Illinois,United States,1888,49
172022,1888-01-01 00:11:00,5,Illinois,United States,1888,41
172023,1888-01-01 00:12:00,0,Illinois,United States,1888,32
172024,1889-01-01 00:01:00,-1,Illinois,United States,1889,29
172025,1889-01-01 00:02:00,-3,Illinois,United States,1889,24
172026,1889-01-01 00:03:00,5,Illinois,United States,1889,41
172027,1889-01-01 00:04:00,11,Illinois,United States,1889,52
172028,1889-01-01 00:05:00,15,Illinois,United States,1889,60
172029,1889-01-01 00:06:00,19,Illinois,United States,1889,67
172030,1889-01-01 00:07:00,23,Illinois,United States,1889,73
172031,1889-01-01 00:08:00,21,Illinois,United States,1889,71
172032,1889-01-01 00:09:00,17,Illinois,United States,1889,63
172033,1889-01-01 00:10:00,9,Illinois,United States,1889,49
172034,1889-01-01 00:11:00,3,Illinois,United States,1889,38
172035,1889-01-01 00:12:00,6,Illinois,United States,1889,42
172036,1890-01-01 00:01:00,0,Illinois,United States,1890,32
172037,1890-01-01 00:02:00,1,Illinois,United States,1890,35
172038,1890-01-01 00:03:00,0,Illinois,United States,1890,33
172039,1890-01-01 00:04:00,11,Illinois,United States,1890,52
172040,1890-01-01 00:05:00,15,Illinois,United States,1890,59
172041,1890-01-01 00:06:00,24,Illinois,United States,1890,75
172042,1890-01-01 00:07:00,24,Illinois,United States,1890,75
172043,1890-01-01 00:08:00,21,Illinois,United States,1890,70
172044,1890-01-01 00:09:00,16,Illinois,United States,1890,61
172045,1890-01-01 00:10:00,11,Illinois,United States,1890,52
172046,1890-01-01 00:11:00,6,Illinois,United States,1890,43
172047,1890-01-01 00:12:00,0,Illinois,United States,1890,31
172048,1891-01-01 00:01:00,0,Illinois,United States,1891,30
172049,1891-01-01 00:02:00,0,Illinois,United States,1891,31
172050,1891-01-01 00:03:00,0,Illinois,United States,1891,33
172051,1891-01-01 00:04:00,11,Illinois,United States,1891,53
172052,1891-01-01 00:05:00,15,Illinois,United States,1891,59
172053,1891-01-01 00:06:00,21,Illinois,United States,1891,71
172054,1891-01-01 00:07:00,21,Illinois,United States,1891,70
172055,1891-01-01 00:08:00,21,Illinois,United States,1891,70
172056,1891-01-01 00:09:00,20,Illinois,United States,1891,69
172057,1891-01-01 00:10:00,11,Illinois,United States,1891,52
172058,1891-01-01 00:11:00,2,Illinois,United States,1891,36
172059,1891-01-01 00:12:00,2,Illinois,United States,1891,36
172060,1892-01-01 00:01:00,-6,Illinois,United States,1892,19
172061,1892-01-01 00:02:00,1,Illinois,United States,1892,34
172062,1892-01-01 00:03:00,2,Illinois,United States,1892,35
172063,1892-01-01 00:04:00,9,Illinois,United States,1892,49
172064,1892-01-01 00:05:00,14,Illinois,United States,1892,58
172065,1892-01-01 00:06:00,21,Illinois,United States,1892,71
172066,1892-01-01 00:07:00,23,Illinois,United States,1892,73
172067,1892-01-01 00:08:00,22,Illinois,United States,1892,73
172068,1892-01-01 00:09:00,18,Illinois,United States,1892,65
172069,1892-01-01 00:10:00,12,Illinois,United States,1892,54
172070,1892-01-01 00:11:00,2,Illinois,United States,1892,35
172071,1892-01-01 00:12:00,-3,Illinois,United States,1892,25
172072,1893-01-01 00:01:00,-9,Illinois,United States,1893,15
172073,1893-01-01 00:02:00,-4,Illinois,United States,1893,24
172074,1893-01-01 00:03:00,3,Illinois,United States,1893,37
172075,1893-01-01 00:04:00,10,Illinois,United States,1893,50
172076,1893-01-01 00:05:00,14,Illinois,United States,1893,58
172077,1893-01-01 00:06:00,22,Illinois,United States,1893,71
172078,1893-01-01 00:07:00,24,Illinois,United States,1893,76
172079,1893-01-01 00:08:00,22,Illinois,United States,1893,71
172080,1893-01-01 00:09:00,19,Illinois,United States,1893,67
172081,1893-01-01 00:10:00,12,Illinois,United States,1893,53
172082,1893-01-01 00:11:00,3,Illinois,United States,1893,38
172083,1893-01-01 00:12:00,-1,Illinois,United States,1893,29
172084,1894-01-01 00:01:00,-1,Illinois,United States,1894,29
172085,1894-01-01 00:02:00,-3,Illinois,United States,1894,26
172086,1894-01-01 00:03:00,7,Illinois,United States,1894,45
172087,1894-01-01 00:04:00,11,Illinois,United States,1894,52
172088,1894-01-01 00:05:00,16,Illinois,United States,1894,61
172089,1894-01-01 00:06:00,23,Illinois,United States,1894,74
172090,1894-01-01 00:07:00,24,Illinois,United States,1894,75
172091,1894-01-01 00:08:00,23,Illinois,United States,1894,73
172092,1894-01-01 00:09:00,19,Illinois,United States,1894,67
172093,1894-01-01 00:10:00,12,Illinois,United States,1894,54
172094,1894-01-01 00:11:00,2,Illinois,United States,1894,36
172095,1894-01-01 00:12:00,0,Illinois,United States,1894,33
172096,1895-01-01 00:01:00,-6,Illinois,United States,1895,19
172097,1895-01-01 00:02:00,-7,Illinois,United States,1895,19
172098,1895-01-01 00:03:00,3,Illinois,United States,1895,37
172099,1895-01-01 00:04:00,12,Illinois,United States,1895,53
172100,1895-01-01 00:05:00,17,Illinois,United States,1895,62
172101,1895-01-01 00:06:00,23,Illinois,United States,1895,73
172102,1895-01-01 00:07:00,22,Illinois,United States,1895,73
172103,1895-01-01 00:08:00,23,Illinois,United States,1895,74
172104,1895-01-01 00:09:00,20,Illinois,United States,1895,69
172105,1895-01-01 00:10:00,8,Illinois,United States,1895,47
172106,1895-01-01 00:11:00,3,Illinois,United States,1895,38
172107,1895-01-01 00:12:00,0,Illinois,United States,1895,31
172108,1896-01-01 00:01:00,-1,Illinois,United States,1896,28
172109,1896-01-01 00:02:00,0,Illinois,United States,1896,30
172110,1896-01-01 00:03:00,1,Illinois,United States,1896,35
172111,1896-01-01 00:04:00,14,Illinois,United States,1896,58
172112,1896-01-01 00:05:00,20,Illinois,United States,1896,68
172113,1896-01-01 00:06:00,21,Illinois,United States,1896,70
172114,1896-01-01 00:07:00,23,Illinois,United States,1896,74
172115,1896-01-01 00:08:00,23,Illinois,United States,1896,74
172116,1896-01-01 00:09:00,17,Illinois,United States,1896,62
172117,1896-01-01 00:10:00,10,Illinois,United States,1896,50
172118,1896-01-01 00:11:00,4,Illinois,United States,1896,40
172119,1896-01-01 00:12:00,1,Illinois,United States,1896,34
172120,1897-01-01 00:01:00,-4,Illinois,United States,1897,24
172121,1897-01-01 00:02:00,0,Illinois,United States,1897,31
172122,1897-01-01 00:03:00,4,Illinois,United States,1897,39
172123,1897-01-01 00:04:00,10,Illinois,United States,1897,50
172124,1897-01-01 00:05:00,14,Illinois,United States,1897,58
172125,1897-01-01 00:06:00,21,Illinois,United States,1897,70
172126,1897-01-01 00:07:00,24,Illinois,United States,1897,76
172127,1897-01-01 00:08:00,21,Illinois,United States,1897,71
172128,1897-01-01 00:09:00,21,Illinois,United States,1897,71
172129,1897-01-01 00:10:00,15,Illinois,United States,1897,59
172130,1897-01-01 00:11:00,4,Illinois,United States,1897,40
172131,1897-01-01 00:12:00,-3,Illinois,United States,1897,26
172132,1898-01-01 00:01:00,0,Illinois,United States,1898,30
172133,1898-01-01 00:02:00,0,Illinois,United States,1898,30
172134,1898-01-01 00:03:00,6,Illinois,United States,1898,42
172135,1898-01-01 00:04:00,9,Illinois,United States,1898,49
172136,1898-01-01 00:05:00,16,Illinois,United States,1898,61
172137,1898-01-01 00:06:00,22,Illinois,United States,1898,72
172138,1898-01-01 00:07:00,23,Illinois,United States,1898,75
172139,1898-01-01 00:08:00,22,Illinois,United States,1898,73
172140,1898-01-01 00:09:00,20,Illinois,United States,1898,69
172141,1898-01-01 00:10:00,10,Illinois,United States,1898,51
172142,1898-01-01 00:11:00,3,Illinois,United States,1898,37
172143,1898-01-01 00:12:00,-3,Illinois,United States,1898,25
172144,1899-01-01 00:01:00,-3,Illinois,United States,1899,25
172145,1899-01-01 00:02:00,-7,Illinois,United States,1899,18
172146,1899-01-01 00:03:00,0,Illinois,United States,1899,33
172147,1899-01-01 00:04:00,11,Illinois,United States,1899,52
172148,1899-01-01 00:05:00,17,Illinois,United States,1899,63
172149,1899-01-01 00:06:00,22,Illinois,United States,1899,72
172150,1899-01-01 00:07:00,23,Illinois,United States,1899,74
172151,1899-01-01 00:08:00,24,Illinois,United States,1899,75
172152,1899-01-01 00:09:00,18,Illinois,United States,1899,64
172153,1899-01-01 00:10:00,14,Illinois,United States,1899,58
172154,1899-01-01 00:11:00,7,Illinois,United States,1899,46
172155,1899-01-01 00:12:00,-2,Illinois,United States,1899,28
172156,1900-01-01 00:01:00,0,Illinois,United States,1900,30
172157,1900-01-01 00:02:00,-4,Illinois,United States,1900,23
172158,1900-01-01 00:03:00,1,Illinois,United States,1900,34
172159,1900-01-01 00:04:00,11,Illinois,United States,1900,52
172160,1900-01-01 00:05:00,17,Illinois,United States,1900,63
172161,1900-01-01 00:06:00,21,Illinois,United States,1900,70
172162,1900-01-01 00:07:00,23,Illinois,United States,1900,74
172163,1900-01-01 00:08:00,26,Illinois,United States,1900,79
172164,1900-01-01 00:09:00,20,Illinois,United States,1900,68
172165,1900-01-01 00:10:00,16,Illinois,United States,1900,61
172166,1900-01-01 00:11:00,4,Illinois,United States,1900,40
172167,1900-01-01 00:12:00,0,Illinois,United States,1900,31
172168,1901-01-01 00:01:00,-1,Illinois,United States,1901,29
172169,1901-01-01 00:02:00,-5,Illinois,United States,1901,22
172170,1901-01-01 00:03:00,3,Illinois,United States,1901,38
172171,1901-01-01 00:04:00,9,Illinois,United States,1901,49
172172,1901-01-01 00:05:00,16,Illinois,United States,1901,60
172173,1901-01-01 00:06:00,23,Illinois,United States,1901,74
172174,1901-01-01 00:07:00,27,Illinois,United States,1901,81
172175,1901-01-01 00:08:00,23,Illinois,United States,1901,74
172176,1901-01-01 00:09:00,18,Illinois,United States,1901,66
172177,1901-01-01 00:10:00,13,Illinois,United States,1901,55
172178,1901-01-01 00:11:00,3,Illinois,United States,1901,38
172179,1901-01-01 00:12:00,-3,Illinois,United States,1901,24
172180,1902-01-01 00:01:00,-3,Illinois,United States,1902,26
172181,1902-01-01 00:02:00,-6,Illinois,United States,1902,20
172182,1902-01-01 00:03:00,5,Illinois,United States,1902,42
172183,1902-01-01 00:04:00,9,Illinois,United States,1902,49
172184,1902-01-01 00:05:00,19,Illinois,United States,1902,66
172185,1902-01-01 00:06:00,20,Illinois,United States,1902,68
172186,1902-01-01 00:07:00,24,Illinois,United States,1902,75
172187,1902-01-01 00:08:00,21,Illinois,United States,1902,71
172188,1902-01-01 00:09:00,16,Illinois,United States,1902,62
172189,1902-01-01 00:10:00,13,Illinois,United States,1902,56
172190,1902-01-01 00:11:00,8,Illinois,United States,1902,47
172191,1902-01-01 00:12:00,-2,Illinois,United States,1902,27
172192,1903-01-01 00:01:00,-3,Illinois,United States,1903,26
172193,1903-01-01 00:02:00,-2,Illinois,United States,1903,27
172194,1903-01-01 00:03:00,7,Illinois,United States,1903,44
172195,1903-01-01 00:04:00,10,Illinois,United States,1903,51
172196,1903-01-01 00:05:00,17,Illinois,United States,1903,64
172197,1903-01-01 00:06:00,18,Illinois,United States,1903,65
172198,1903-01-01 00:07:00,23,Illinois,United States,1903,75
172199,1903-01-01 00:08:00,22,Illinois,United States,1903,71
172200,1903-01-01 00:09:00,18,Illinois,United States,1903,65
172201,1903-01-01 00:10:00,12,Illinois,United States,1903,54
172202,1903-01-01 00:11:00,2,Illinois,United States,1903,37
172203,1903-01-01 00:12:00,-4,Illinois,United States,1903,23
172204,1904-01-01 00:01:00,-6,Illinois,United States,1904,19
172205,1904-01-01 00:02:00,-5,Illinois,United States,1904,22
172206,1904-01-01 00:03:00,4,Illinois,United States,1904,39
172207,1904-01-01 00:04:00,7,Illinois,United States,1904,45
172208,1904-01-01 00:05:00,16,Illinois,United States,1904,61
172209,1904-01-01 00:06:00,20,Illinois,United States,1904,68
172210,1904-01-01 00:07:00,22,Illinois,United States,1904,72
172211,1904-01-01 00:08:00,21,Illinois,United States,1904,70
172212,1904-01-01 00:09:00,19,Illinois,United States,1904,66
172213,1904-01-01 00:10:00,12,Illinois,United States,1904,54
172214,1904-01-01 00:11:00,5,Illinois,United States,1904,42
172215,1904-01-01 00:12:00,-2,Illinois,United States,1904,28
172216,1905-01-01 00:01:00,-6,Illinois,United States,1905,19
172217,1905-01-01 00:02:00,-7,Illinois,United States,1905,18
172218,1905-01-01 00:03:00,7,Illinois,United States,1905,44
172219,1905-01-01 00:04:00,10,Illinois,United States,1905,51
172220,1905-01-01 00:05:00,16,Illinois,United States,1905,62
172221,1905-01-01 00:06:00,22,Illinois,United States,1905,71
172222,1905-01-01 00:07:00,22,Illinois,United States,1905,72
172223,1905-01-01 00:08:00,23,Illinois,United States,1905,74
172224,1905-01-01 00:09:00,19,Illinois,United States,1905,67
172225,1905-01-01 00:10:00,11,Illinois,United States,1905,52
172226,1905-01-01 00:11:00,5,Illinois,United States,1905,41
172227,1905-01-01 00:12:00,0,Illinois,United States,1905,30
172228,1906-01-01 00:01:00,0,Illinois,United States,1906,31
172229,1906-01-01 00:02:00,-2,Illinois,United States,1906,27
172230,1906-01-01 00:03:00,0,Illinois,United States,1906,30
172231,1906-01-01 00:04:00,12,Illinois,United States,1906,54
172232,1906-01-01 00:05:00,17,Illinois,United States,1906,63
172233,1906-01-01 00:06:00,20,Illinois,United States,1906,69
172234,1906-01-01 00:07:00,22,Illinois,United States,1906,73
172235,1906-01-01 00:08:00,24,Illinois,United States,1906,75
172236,1906-01-01 00:09:00,21,Illinois,United States,1906,70
172237,1906-01-01 00:10:00,11,Illinois,United States,1906,53
172238,1906-01-01 00:11:00,4,Illinois,United States,1906,39
172239,1906-01-01 00:12:00,0,Illinois,United States,1906,31
172240,1907-01-01 00:01:00,0,Illinois,United States,1907,30
172241,1907-01-01 00:02:00,-1,Illinois,United States,1907,29
172242,1907-01-01 00:03:00,8,Illinois,United States,1907,47
172243,1907-01-01 00:04:00,6,Illinois,United States,1907,43
172244,1907-01-01 00:05:00,13,Illinois,United States,1907,55
172245,1907-01-01 00:06:00,19,Illinois,United States,1907,67
172246,1907-01-01 00:07:00,23,Illinois,United States,1907,74
172247,1907-01-01 00:08:00,22,Illinois,United States,1907,72
172248,1907-01-01 00:09:00,18,Illinois,United States,1907,65
172249,1907-01-01 00:10:00,11,Illinois,United States,1907,51
172250,1907-01-01 00:11:00,4,Illinois,United States,1907,39
172251,1907-01-01 00:12:00,0,Illinois,United States,1907,32
172252,1908-01-01 00:01:00,-1,Illinois,United States,1908,28
172253,1908-01-01 00:02:00,-1,Illinois,United States,1908,28
172254,1908-01-01 00:03:00,6,Illinois,United States,1908,44
172255,1908-01-01 00:04:00,10,Illinois,United States,1908,51
172256,1908-01-01 00:05:00,17,Illinois,United States,1908,62
172257,1908-01-01 00:06:00,20,Illinois,United States,1908,69
172258,1908-01-01 00:07:00,23,Illinois,United States,1908,74
172259,1908-01-01 00:08:00,22,Illinois,United States,1908,73
172260,1908-01-01 00:09:00,20,Illinois,United States,1908,69
172261,1908-01-01 00:10:00,12,Illinois,United States,1908,54
172262,1908-01-01 00:11:00,6,Illinois,United States,1908,43
172263,1908-01-01 00:12:00,0,Illinois,United States,1908,32
172264,1909-01-01 00:01:00,-1,Illinois,United States,1909,28
172265,1909-01-01 00:02:00,0,Illinois,United States,1909,33
172266,1909-01-01 00:03:00,3,Illinois,United States,1909,38
172267,1909-01-01 00:04:00,9,Illinois,United States,1909,49
172268,1909-01-01 00:05:00,15,Illinois,United States,1909,59
172269,1909-01-01 00:06:00,21,Illinois,United States,1909,71
172270,1909-01-01 00:07:00,22,Illinois,United States,1909,72
172271,1909-01-01 00:08:00,24,Illinois,United States,1909,76
172272,1909-01-01 00:09:00,18,Illinois,United States,1909,64
172273,1909-01-01 00:10:00,10,Illinois,United States,1909,50
172274,1909-01-01 00:11:00,9,Illinois,United States,1909,49
172275,1909-01-01 00:12:00,-6,Illinois,United States,1909,20
172276,1910-01-01 00:01:00,-3,Illinois,United States,1910,26
172277,1910-01-01 00:02:00,-3,Illinois,United States,1910,25
172278,1910-01-01 00:03:00,10,Illinois,United States,1910,51
172279,1910-01-01 00:04:00,11,Illinois,United States,1910,52
172280,1910-01-01 00:05:00,14,Illinois,United States,1910,57
172281,1910-01-01 00:06:00,20,Illinois,United States,1910,69
172282,1910-01-01 00:07:00,24,Illinois,United States,1910,75
172283,1910-01-01 00:08:00,22,Illinois,United States,1910,72
172284,1910-01-01 00:09:00,19,Illinois,United States,1910,66
172285,1910-01-01 00:10:00,13,Illinois,United States,1910,57
172286,1910-01-01 00:11:00,2,Illinois,United States,1910,36
172287,1910-01-01 00:12:00,-3,Illinois,United States,1910,26
172288,1911-01-01 00:01:00,-1,Illinois,United States,1911,29
172289,1911-01-01 00:02:00,1,Illinois,United States,1911,34
172290,1911-01-01 00:03:00,5,Illinois,United States,1911,41
172291,1911-01-01 00:04:00,9,Illinois,United States,1911,49
172292,1911-01-01 00:05:00,19,Illinois,United States,1911,67
172293,1911-01-01 00:06:00,23,Illinois,United States,1911,75
172294,1911-01-01 00:07:00,24,Illinois,United States,1911,75
172295,1911-01-01 00:08:00,22,Illinois,United States,1911,72
172296,1911-01-01 00:09:00,20,Illinois,United States,1911,69
172297,1911-01-01 00:10:00,11,Illinois,United States,1911,53
172298,1911-01-01 00:11:00,1,Illinois,United States,1911,35
172299,1911-01-01 00:12:00,1,Illinois,United States,1911,33
172300,1912-01-01 00:01:00,-10,Illinois,United States,1912,13
172301,1912-01-01 00:02:00,-5,Illinois,United States,1912,22
172302,1912-01-01 00:03:00,0,Illinois,United States,1912,30
