,Begin_Date,Begin_Month,Year,Event_Type,Deaths,Damage_Property,State,Total_Disaster
2672,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2673,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2674,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2675,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2676,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2677,4/7/1998,Apr,1998,Tornado,0,8000,Illinois,1
2678,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2679,4/7/1998,Apr,1998,Tornado,0,3000,Illinois,1
2680,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2681,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2682,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2683,4/7/1998,Apr,1998,Tornado,0,200,Illinois,1
2684,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2685,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2686,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2687,4/7/1998,Apr,1998,Tornado,0,100000,Illinois,1
2688,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2689,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2690,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2691,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2692,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2693,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2694,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2695,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2696,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2697,4/7/1998,Apr,1998,Tornado,0,0,Illinois,1
2698,4/13/1998,Apr,1998,Tornado,0,800000,Illinois,1
2699,4/13/1998,Apr,1998,Tornado,0,60000,Illinois,1
2700,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2701,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2702,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2703,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2704,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2705,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2706,4/15/1998,Apr,1998,Tornado,0,10000,Illinois,1
2707,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2708,4/15/1998,Apr,1998,Tornado,0,20000,Illinois,1
2709,4/15/1998,Apr,1998,Tornado,0,400000,Illinois,1
2710,4/15/1998,Apr,1998,Tornado,0,50000,Illinois,1
2711,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2712,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2713,4/15/1998,Apr,1998,Tornado,0,2100000,Illinois,1
2714,4/15/1998,Apr,1998,Tornado,0,100000,Illinois,1
2715,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2716,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2717,4/15/1998,Apr,1998,Tornado,0,0,Illinois,1
2718,4/29/1998,Apr,1998,Tornado,0,35000,Illinois,1
2719,4/30/1998,Apr,1998,Tornado,0,0,Illinois,1
2720,4/30/1998,Apr,1998,Tornado,0,0,Illinois,1
2721,5/2/1998,May,1998,Tornado,0,0,Illinois,1
2722,5/2/1998,May,1998,Tornado,0,0,Illinois,1
2723,5/3/1998,May,1998,Tornado,0,20000,Illinois,1
2724,5/12/1998,May,1998,Tornado,0,0,Illinois,1
2725,5/12/1998,May,1998,Tornado,0,0,Illinois,1
2726,5/12/1998,May,1998,Tornado,0,0,Illinois,1
2727,5/12/1998,May,1998,Tornado,0,50000,Illinois,1
2728,5/12/1998,May,1998,Tornado,0,0,Illinois,1
2729,5/12/1998,May,1998,Tornado,0,0,Illinois,1
2730,5/12/1998,May,1998,Tornado,0,0,Illinois,1
2731,5/15/1998,May,1998,Tornado,0,50,Illinois,1
2732,5/15/1998,May,1998,Tornado,0,4000,Illinois,1
2733,5/19/1998,May,1998,Tornado,0,50000,Illinois,1
2734,5/19/1998,May,1998,Tornado,0,1000,Illinois,1
2735,5/19/1998,May,1998,Tornado,0,0,Illinois,1
2736,5/19/1998,May,1998,Tornado,0,0,Illinois,1
2737,5/19/1998,May,1998,Tornado,0,0,Illinois,1
2738,5/28/1998,May,1998,Tornado,0,0,Illinois,1
2739,5/28/1998,May,1998,Tornado,0,1000,Illinois,1
2740,6/12/1998,Jun,1998,Tornado,0,0,Illinois,1
2741,6/12/1998,Jun,1998,Tornado,0,2000,Illinois,1
2742,6/12/1998,Jun,1998,Tornado,0,100000,Illinois,1
2743,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2744,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2745,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2746,6/14/1998,Jun,1998,Tornado,0,5000,Illinois,1
2747,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2748,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2749,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2750,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2751,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2752,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2753,6/14/1998,Jun,1998,Tornado,0,0,Illinois,1
2754,6/18/1998,Jun,1998,Tornado,0,110000,Illinois,1
2755,6/18/1998,Jun,1998,Tornado,0,0,Illinois,1
2756,6/18/1998,Jun,1998,Tornado,0,0,Illinois,1
2757,6/18/1998,Jun,1998,Tornado,0,0,Illinois,1
2758,6/22/1998,Jun,1998,Tornado,0,0,Illinois,1
2759,6/25/1998,Jun,1998,Tornado,0,0,Illinois,1
2760,6/29/1998,Jun,1998,Tornado,0,5000,Illinois,1
2761,6/29/1998,Jun,1998,Tornado,0,2000,Illinois,1
2762,6/29/1998,Jun,1998,Tornado,0,15000,Illinois,1
2763,6/29/1998,Jun,1998,Tornado,0,2000000,Illinois,1
2764,6/29/1998,Jun,1998,Tornado,0,670000,Illinois,1
2765,6/29/1998,Jun,1998,Tornado,0,15000,Illinois,1
2766,6/29/1998,Jun,1998,Tornado,0,1000000,Illinois,1
2767,6/29/1998,Jun,1998,Tornado,0,0,Illinois,1
2768,6/29/1998,Jun,1998,Tornado,0,130000,Illinois,1
2769,6/29/1998,Jun,1998,Tornado,0,0,Illinois,1
2770,6/29/1998,Jun,1998,Tornado,0,80000,Illinois,1
2771,8/24/1998,Aug,1998,Tornado,0,80000,Illinois,1
2772,11/10/1998,Nov,1998,Tornado,0,20000,Illinois,1
2773,12/6/1998,Dec,1998,Tornado,0,300000,Illinois,1
2774,1/21/1999,Jan,1999,Tornado,0,150000,Illinois,1
2775,1/21/1999,Jan,1999,Tornado,0,20000,Illinois,1
2776,1/21/1999,Jan,1999,Tornado,0,1000,Illinois,1
2777,1/22/1999,Jan,1999,Tornado,0,800000,Illinois,1
2778,2/11/1999,Feb,1999,Tornado,0,300000,Illinois,1
2779,2/11/1999,Feb,1999,Tornado,0,100000,Illinois,1
2780,2/11/1999,Feb,1999,Tornado,0,200000,Illinois,1
2781,2/11/1999,Feb,1999,Tornado,0,80000,Illinois,1
2782,2/27/1999,Feb,1999,Tornado,0,0,Illinois,1
2783,4/5/1999,Apr,1999,Tornado,0,10000,Illinois,1
2784,4/5/1999,Apr,1999,Tornado,0,5500,Illinois,1
2785,4/5/1999,Apr,1999,Tornado,0,3000,Illinois,1
2786,4/8/1999,Apr,1999,Tornado,0,15000000,Illinois,1
2787,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2788,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2789,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2790,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2791,4/8/1999,Apr,1999,Tornado,0,150000,Illinois,1
2792,4/8/1999,Apr,1999,Tornado,0,100000,Illinois,1
2793,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2794,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2795,4/8/1999,Apr,1999,Tornado,1,1750000,Illinois,1
2796,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2797,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2798,4/8/1999,Apr,1999,Tornado,0,0,Illinois,1
2799,4/8/1999,Apr,1999,Tornado,1,150000,Illinois,1
2800,4/8/1999,Apr,1999,Tornado,0,50000,Illinois,1
2801,4/8/1999,Apr,1999,Tornado,0,50000,Illinois,1
2802,4/22/1999,Apr,1999,Tornado,0,0,Illinois,1
2803,4/22/1999,Apr,1999,Tornado,0,0,Illinois,1
2804,5/5/1999,May,1999,Tornado,0,0,Illinois,1
2805,5/12/1999,May,1999,Tornado,0,0,Illinois,1
2806,5/12/1999,May,1999,Tornado,0,0,Illinois,1
2807,5/12/1999,May,1999,Tornado,0,0,Illinois,1
2808,5/16/1999,May,1999,Tornado,0,0,Illinois,1
2809,6/1/1999,Jun,1999,Tornado,0,60000,Illinois,1
2810,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2811,6/1/1999,Jun,1999,Tornado,0,500000,Illinois,1
2812,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2813,6/1/1999,Jun,1999,Tornado,1,0,Illinois,1
2814,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2815,6/1/1999,Jun,1999,Tornado,0,750000,Illinois,1
2816,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2817,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2818,6/1/1999,Jun,1999,Tornado,0,2000000,Illinois,1
2819,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2820,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2821,6/1/1999,Jun,1999,Tornado,0,0,Illinois,1
2822,6/1/1999,Jun,1999,Tornado,0,350000,Illinois,1
2823,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2824,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2825,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2826,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2827,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2828,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2829,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2830,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2831,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2832,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2833,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2834,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2835,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2836,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2837,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2838,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2839,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2840,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2841,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2842,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2843,6/4/1999,Jun,1999,Tornado,0,0,Illinois,1
2844,6/6/1999,Jun,1999,Tornado,0,0,Illinois,1
2845,6/6/1999,Jun,1999,Tornado,0,0,Illinois,1
2846,6/12/1999,Jun,1999,Tornado,0,0,Illinois,1
2847,6/12/1999,Jun,1999,Tornado,0,0,Illinois,1
2848,8/12/1999,Aug,1999,Tornado,0,20000,Illinois,1
2849,8/12/1999,Aug,1999,Tornado,0,0,Illinois,1
2850,4/20/2000,Apr,2000,Tornado,0,25000,Illinois,1
2851,4/20/2000,Apr,2000,Tornado,0,0,Illinois,1
2852,4/20/2000,Apr,2000,Tornado,0,0,Illinois,1
2853,4/20/2000,Apr,2000,Tornado,0,0,Illinois,1
2854,4/20/2000,Apr,2000,Tornado,0,0,Illinois,1
2855,4/20/2000,Apr,2000,Tornado,0,0,Illinois,1
2856,5/8/2000,May,2000,Tornado,0,0,Illinois,1
2857,5/8/2000,May,2000,Tornado,0,275000,Illinois,1
2858,5/8/2000,May,2000,Tornado,0,175000,Illinois,1
2859,5/12/2000,May,2000,Tornado,0,0,Illinois,1
2860,5/12/2000,May,2000,Tornado,0,0,Illinois,1
2861,5/12/2000,May,2000,Tornado,0,0,Illinois,1
2862,5/12/2000,May,2000,Tornado,0,200000,Illinois,1
2863,5/12/2000,May,2000,Tornado,0,0,Illinois,1
2864,5/12/2000,May,2000,Tornado,0,15000,Illinois,1
2865,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2866,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2867,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2868,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2869,5/18/2000,May,2000,Tornado,0,15000,Illinois,1
2870,5/18/2000,May,2000,Tornado,0,10000,Illinois,1
2871,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2872,5/18/2000,May,2000,Tornado,0,5000,Illinois,1
2873,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2874,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2875,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2876,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2877,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2878,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2879,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2880,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2881,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2882,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2883,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2884,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2885,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2886,5/18/2000,May,2000,Tornado,0,0,Illinois,1
2887,5/26/2000,May,2000,Tornado,0,0,Illinois,1
2888,5/26/2000,May,2000,Tornado,0,0,Illinois,1
2889,5/26/2000,May,2000,Tornado,0,0,Illinois,1
2890,5/26/2000,May,2000,Tornado,0,0,Illinois,1
2891,5/26/2000,May,2000,Tornado,0,44000,Illinois,1
2892,5/31/2000,May,2000,Tornado,0,0,Illinois,1
2893,6/16/2000,Jun,2000,Tornado,0,0,Illinois,1
2894,6/20/2000,Jun,2000,Tornado,0,75000,Illinois,1
2895,6/20/2000,Jun,2000,Tornado,0,0,Illinois,1
2896,6/20/2000,Jun,2000,Tornado,0,23000,Illinois,1
2897,6/20/2000,Jun,2000,Tornado,0,1000,Illinois,1
2898,6/20/2000,Jun,2000,Tornado,0,0,Illinois,1
2899,6/20/2000,Jun,2000,Tornado,0,20000,Illinois,1
2900,6/24/2000,Jun,2000,Tornado,0,0,Illinois,1
2901,7/18/2000,Jul,2000,Tornado,0,0,Illinois,1
2902,7/18/2000,Jul,2000,Tornado,0,0,Illinois,1
2903,7/18/2000,Jul,2000,Tornado,0,0,Illinois,1
2904,7/31/2000,Jul,2000,Tornado,0,0,Illinois,1
2905,8/23/2000,Aug,2000,Tornado,0,7000,Illinois,1
2906,9/11/2000,Sep,2000,Tornado,0,0,Illinois,1
2907,10/5/2000,Oct,2000,Tornado,0,0,Illinois,1
2908,4/9/2001,Apr,2001,Tornado,0,0,Illinois,1
2909,4/10/2001,Apr,2001,Tornado,0,5000000,Illinois,1
2910,5/10/2001,May,2001,Tornado,0,0,Illinois,1
2911,5/26/2001,May,2001,Tornado,0,0,Illinois,1
2912,5/31/2001,May,2001,Tornado,0,50000,Illinois,1
2913,5/31/2001,May,2001,Tornado,0,0,Illinois,1
2914,7/8/2001,Jul,2001,Tornado,0,0,Illinois,1
2915,7/8/2001,Jul,2001,Tornado,0,0,Illinois,1
2916,7/17/2001,Jul,2001,Tornado,0,0,Illinois,1
2917,8/18/2001,Aug,2001,Tornado,0,0,Illinois,1
2918,8/18/2001,Aug,2001,Tornado,0,0,Illinois,1
2919,8/18/2001,Aug,2001,Tornado,0,0,Illinois,1
2920,8/18/2001,Aug,2001,Tornado,0,0,Illinois,1
2921,8/18/2001,Aug,2001,Tornado,0,0,Illinois,1
2922,8/25/2001,Aug,2001,Tornado,0,0,Illinois,1
2923,10/24/2001,Oct,2001,Tornado,0,0,Illinois,1
2924,10/24/2001,Oct,2001,Tornado,0,2200000,Illinois,1
2925,10/24/2001,Oct,2001,Tornado,0,500000,Illinois,1
2926,10/24/2001,Oct,2001,Tornado,0,0,Illinois,1
2927,10/24/2001,Oct,2001,Tornado,0,50000,Illinois,1
2928,4/18/2002,Apr,2002,Tornado,0,0,Illinois,1
2929,4/19/2002,Apr,2002,Tornado,0,0,Illinois,1
2930,4/21/2002,Apr,2002,Tornado,0,2000,Illinois,1
2931,4/21/2002,Apr,2002,Tornado,1,4000000,Illinois,1
2932,4/24/2002,Apr,2002,Tornado,0,0,Illinois,1
2933,4/27/2002,Apr,2002,Tornado,0,0,Illinois,1
2934,4/27/2002,Apr,2002,Tornado,0,0,Illinois,1
2935,4/28/2002,Apr,2002,Tornado,0,3500000,Illinois,1
2936,4/28/2002,Apr,2002,Tornado,1,5000000,Illinois,1
2937,4/28/2002,Apr,2002,Tornado,0,3000000,Illinois,1
2938,4/28/2002,Apr,2002,Tornado,0,100000,Illinois,1
2939,4/28/2002,Apr,2002,Tornado,0,400000,Illinois,1
2940,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2941,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2942,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2943,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2944,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2945,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2946,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2947,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2948,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2949,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2950,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2951,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2952,5/1/2002,May,2002,Tornado,0,0,Illinois,1
2953,5/7/2002,May,2002,Tornado,0,0,Illinois,1
2954,5/8/2002,May,2002,Tornado,0,0,Illinois,1
2955,5/8/2002,May,2002,Tornado,0,0,Illinois,1
2956,5/9/2002,May,2002,Tornado,2,0,Illinois,1
2957,5/12/2002,May,2002,Tornado,0,0,Illinois,1
2958,6/4/2002,Jun,2002,Tornado,0,0,Illinois,1
2959,6/4/2002,Jun,2002,Tornado,0,0,Illinois,1
2960,6/11/2002,Jun,2002,Tornado,0,0,Illinois,1
2961,6/11/2002,Jun,2002,Tornado,0,0,Illinois,1
2962,6/11/2002,Jun,2002,Tornado,0,0,Illinois,1
2963,6/11/2002,Jun,2002,Tornado,0,0,Illinois,1
2964,6/11/2002,Jun,2002,Tornado,0,0,Illinois,1
2965,6/12/2002,Jun,2002,Tornado,0,0,Illinois,1
2966,11/10/2002,Nov,2002,Tornado,0,4000,Illinois,1
2967,11/10/2002,Nov,2002,Tornado,0,1000,Illinois,1
2968,3/19/2003,Mar,2003,Tornado,0,0,Illinois,1
2969,4/4/2003,Apr,2003,Tornado,0,50000,Illinois,1
2970,4/4/2003,Apr,2003,Tornado,0,0,Illinois,1
2971,4/4/2003,Apr,2003,Tornado,0,0,Illinois,1
2972,4/4/2003,Apr,2003,Tornado,0,0,Illinois,1
2973,4/4/2003,Apr,2003,Tornado,0,0,Illinois,1
2974,4/4/2003,Apr,2003,Tornado,0,0,Illinois,1
2975,4/4/2003,Apr,2003,Tornado,0,0,Illinois,1
2976,4/25/2003,Apr,2003,Tornado,0,0,Illinois,1
2977,4/30/2003,Apr,2003,Tornado,0,500000,Illinois,1
2978,4/30/2003,Apr,2003,Tornado,0,50000,Illinois,1
2979,4/30/2003,Apr,2003,Tornado,0,500000,Illinois,1
2980,4/30/2003,Apr,2003,Tornado,0,250000,Illinois,1
2981,4/30/2003,Apr,2003,Tornado,0,300000,Illinois,1
2982,4/30/2003,Apr,2003,Tornado,0,0,Illinois,1
2983,4/30/2003,Apr,2003,Tornado,0,0,Illinois,1
2984,5/4/2003,May,2003,Tornado,0,0,Illinois,1
