,Begin_Date,Begin_Month,Year,Event_Type,Deaths,Damage_Property,State,Total_Disaster
77,9/25/1998,Sep,1998,Tropical Storm,0,0,Florida,1
78,9/25/1998,Sep,1998,Tropical Storm,0,0,Florida,1
79,9/25/1998,Sep,1998,Tropical Storm,0,0,Florida,1
80,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
81,9/25/1998,Sep,1998,Tropical Storm,0,0,Florida,1
82,9/25/1998,Sep,1998,Tropical Storm,0,0,Florida,1
83,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
84,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
85,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
86,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
87,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
88,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
89,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
90,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
91,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
92,9/25/1998,Sep,1998,Hurricane (Typhoon),0,250000,Florida,1
93,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
94,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
95,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
96,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
97,9/25/1998,Sep,1998,Hurricane (Typhoon),0,5000000,Florida,1
98,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
99,9/25/1998,Sep,1998,Hurricane (Typhoon),0,250000000,Florida,1
100,9/25/1998,Sep,1998,Hurricane (Typhoon),0,40000000,Florida,1
101,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
102,9/25/1998,Sep,1998,Hurricane (Typhoon),0,70000000,Florida,1
103,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
104,9/25/1998,Sep,1998,Hurricane (Typhoon),0,25000000,Florida,1
105,9/25/1998,Sep,1998,Hurricane (Typhoon),0,0,Florida,1
106,9/28/1998,Sep,1998,Hurricane (Typhoon),0,125000,Florida,1
107,9/28/1998,Sep,1998,Hurricane (Typhoon),0,7500000,Florida,1
108,9/28/1998,Sep,1998,Hurricane (Typhoon),0,2500000,Florida,1
109,9/28/1998,Sep,1998,Hurricane (Typhoon),0,15000000,Florida,1
110,9/28/1998,Sep,1998,Hurricane (Typhoon),0,4000000,Florida,1
111,9/28/1998,Sep,1998,Hurricane (Typhoon),0,1500000,Florida,1
112,9/28/1998,Sep,1998,Hurricane (Typhoon),0,1000000,Florida,1
113,9/28/1998,Sep,1998,Hurricane (Typhoon),0,75000,Florida,1
114,9/28/1998,Sep,1998,Hurricane (Typhoon),0,25000,Florida,1
115,9/28/1998,Sep,1998,Hurricane (Typhoon),0,150000,Florida,1
116,9/28/1998,Sep,1998,Hurricane (Typhoon),0,50000,Florida,1
117,9/28/1998,Sep,1998,Hurricane (Typhoon),0,500000,Florida,1
118,9/28/1998,Sep,1998,Hurricane (Typhoon),0,275000,Florida,1
119,9/28/1998,Sep,1998,Hurricane (Typhoon),0,400000,Florida,1
120,9/28/1998,Sep,1998,Hurricane (Typhoon),0,25000000,Florida,1
121,9/28/1998,Sep,1998,Hurricane (Typhoon),0,3500000,Florida,1
122,9/28/1998,Sep,1998,Hurricane (Typhoon),0,375000,Florida,1
123,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
124,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
125,11/4/1998,Nov,1998,Tropical Storm,2,0,Florida,1
126,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
127,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
128,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
129,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
130,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
131,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
132,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
133,11/4/1998,Nov,1998,Tropical Storm,0,30000000,Florida,1
134,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
135,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
136,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
137,11/4/1998,Nov,1998,Tropical Storm,0,20000,Florida,1
138,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
139,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
140,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
141,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
142,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
143,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
144,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
145,11/4/1998,Nov,1998,Tropical Storm,0,0,Florida,1
146,11/5/1998,Nov,1998,Tropical Storm,0,0,Florida,1
147,8/29/1999,Aug,1999,Hurricane (Typhoon),1,100000,Florida,1
148,9/13/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
149,9/13/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
150,9/13/1999,Sep,1999,Hurricane (Typhoon),0,100000,Florida,1
151,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
152,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
153,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
154,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
155,9/14/1999,Sep,1999,Hurricane (Typhoon),0,20000,Florida,1
156,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
157,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
158,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
159,9/14/1999,Sep,1999,Hurricane (Typhoon),0,0,Florida,1
160,9/14/1999,Sep,1999,Hurricane (Typhoon),0,50000,Florida,1
161,9/14/1999,Sep,1999,Hurricane (Typhoon),0,400000,Florida,1
162,9/14/1999,Sep,1999,Hurricane (Typhoon),0,5000000,Florida,1
163,9/14/1999,Sep,1999,Hurricane (Typhoon),0,50000,Florida,1
164,9/14/1999,Sep,1999,Hurricane (Typhoon),0,500000,Florida,1
165,9/15/1999,Sep,1999,Hurricane (Typhoon),0,55000000,Florida,1
166,9/15/1999,Sep,1999,Hurricane (Typhoon),0,60000,Florida,1
167,9/15/1999,Sep,1999,Hurricane (Typhoon),0,3000000,Florida,1
168,9/15/1999,Sep,1999,Hurricane (Typhoon),0,1000000,Florida,1
169,9/15/1999,Sep,1999,Hurricane (Typhoon),0,2500000,Florida,1
170,9/20/1999,Sep,1999,Tropical Storm,0,325000,Florida,1
171,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
172,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
173,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
174,9/20/1999,Sep,1999,Tropical Storm,0,100000,Florida,1
175,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
176,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
177,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
178,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
179,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
180,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
181,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
182,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
183,9/20/1999,Sep,1999,Tropical Storm,0,0,Florida,1
184,9/21/1999,Sep,1999,Tropical Storm,0,0,Florida,1
185,9/21/1999,Sep,1999,Tropical Storm,0,0,Florida,1
186,10/14/1999,Oct,1999,Hurricane (Typhoon),0,140000000,Florida,1
187,10/14/1999,Oct,1999,Hurricane (Typhoon),0,54000000,Florida,1
188,10/14/1999,Oct,1999,Hurricane (Typhoon),0,68000000,Florida,1
189,10/14/1999,Oct,1999,Hurricane (Typhoon),0,9300000,Florida,1
190,10/14/1999,Oct,1999,Hurricane (Typhoon),0,1500000,Florida,1
191,10/14/1999,Oct,1999,Hurricane (Typhoon),0,2670000,Florida,1
192,10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,Florida,1
193,10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,Florida,1
194,10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,Florida,1
195,10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,Florida,1
196,10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,Florida,1
197,10/15/1999,Oct,1999,Hurricane (Typhoon),0,0,Florida,1
198,10/15/1999,Oct,1999,Hurricane (Typhoon),0,10000000,Florida,1
199,10/15/1999,Oct,1999,Hurricane (Typhoon),0,12000000,Florida,1
200,10/15/1999,Oct,1999,Hurricane (Typhoon),0,6000000,Florida,1
201,10/15/1999,Oct,1999,Hurricane (Typhoon),0,8000000,Florida,1
202,10/15/1999,Oct,1999,Hurricane (Typhoon),0,15000000,Florida,1
203,10/16/1999,Oct,1999,Hurricane (Typhoon),0,600000,Florida,1
204,10/16/1999,Oct,1999,Hurricane (Typhoon),0,300000,Florida,1
205,10/16/1999,Oct,1999,Hurricane (Typhoon),0,300000,Florida,1
206,9/16/2000,Sep,2000,Tropical Storm,0,0,Florida,1
207,9/16/2000,Sep,2000,Tropical Storm,0,0,Florida,1
208,9/16/2000,Sep,2000,Tropical Storm,0,50000,Florida,1
209,9/16/2000,Sep,2000,Tropical Storm,0,0,Florida,1
210,9/16/2000,Sep,2000,Tropical Storm,0,0,Florida,1
211,9/17/2000,Sep,2000,Hurricane (Typhoon),0,500000,Florida,1
212,9/17/2000,Sep,2000,Hurricane (Typhoon),0,150000,Florida,1
213,9/17/2000,Sep,2000,Hurricane (Typhoon),0,10000,Florida,1
214,9/17/2000,Sep,2000,Hurricane (Typhoon),0,50000,Florida,1
215,9/17/2000,Sep,2000,Hurricane (Typhoon),0,250000,Florida,1
216,9/17/2000,Sep,2000,Hurricane (Typhoon),0,1000000,Florida,1
217,9/17/2000,Sep,2000,Hurricane (Typhoon),0,100000,Florida,1
218,9/17/2000,Sep,2000,Hurricane (Typhoon),0,500000,Florida,1
219,9/17/2000,Sep,2000,Hurricane (Typhoon),0,100000,Florida,1
220,9/17/2000,Sep,2000,Hurricane (Typhoon),0,20000,Florida,1
221,9/17/2000,Sep,2000,Hurricane (Typhoon),0,20000,Florida,1
222,9/17/2000,Sep,2000,Hurricane (Typhoon),0,25000,Florida,1
223,9/17/2000,Sep,2000,Hurricane (Typhoon),0,25000,Florida,1
224,9/17/2000,Sep,2000,Hurricane (Typhoon),0,500000,Florida,1
225,9/17/2000,Sep,2000,Hurricane (Typhoon),0,1800000,Florida,1
226,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
227,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
228,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
229,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
230,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
231,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
232,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
233,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
234,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
235,9/17/2000,Sep,2000,Hurricane (Typhoon),0,0,Florida,1
236,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
237,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
238,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
239,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
240,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
241,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
242,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
243,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
244,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
245,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
246,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
247,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
248,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
249,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
250,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
251,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
252,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
253,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
254,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
255,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
256,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
257,9/21/2000,Sep,2000,Tropical Storm,0,0,Florida,1
258,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
259,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
260,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
261,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
262,8/4/2001,Aug,2001,Tropical Storm,0,700000,Florida,1
263,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
264,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
265,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
266,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
267,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
268,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
269,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
270,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
271,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
272,8/4/2001,Aug,2001,Tropical Storm,0,5000000,Florida,1
273,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
274,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
275,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
276,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
277,8/4/2001,Aug,2001,Tropical Storm,0,0,Florida,1
278,9/13/2001,Sep,2001,Tropical Storm,1,0,Florida,1
279,9/13/2001,Sep,2001,Tropical Storm,0,0,Florida,1
280,9/13/2001,Sep,2001,Tropical Storm,0,50000,Florida,1
281,9/13/2001,Sep,2001,Tropical Storm,0,0,Florida,1
282,9/14/2001,Sep,2001,Tropical Storm,0,5700000,Florida,1
283,9/14/2001,Sep,2001,Tropical Storm,0,2000000,Florida,1
284,9/14/2001,Sep,2001,Tropical Storm,0,1000000,Florida,1
285,9/14/2001,Sep,2001,Tropical Storm,0,1200000,Florida,1
286,9/14/2001,Sep,2001,Tropical Storm,0,1500000,Florida,1
287,9/14/2001,Sep,2001,Tropical Storm,0,1300000,Florida,1
288,9/14/2001,Sep,2001,Tropical Storm,0,3600000,Florida,1
289,9/14/2001,Sep,2001,Tropical Storm,0,2000000,Florida,1
290,9/14/2001,Sep,2001,Tropical Storm,0,750000,Florida,1
291,9/14/2001,Sep,2001,Tropical Storm,0,500000,Florida,1
292,9/14/2001,Sep,2001,Tropical Storm,0,150000,Florida,1
293,9/14/2001,Sep,2001,Tropical Storm,0,100000,Florida,1
294,9/14/2001,Sep,2001,Tropical Storm,0,100000,Florida,1
295,9/14/2001,Sep,2001,Tropical Storm,0,75000,Florida,1
296,9/14/2001,Sep,2001,Tropical Storm,0,50000,Florida,1
297,9/14/2001,Sep,2001,Tropical Storm,0,25000,Florida,1
298,9/14/2001,Sep,2001,Tropical Storm,0,3000000,Florida,1
299,9/14/2001,Sep,2001,Tropical Storm,0,0,Florida,1
300,9/14/2001,Sep,2001,Tropical Storm,0,50000,Florida,1
301,9/14/2001,Sep,2001,Tropical Storm,0,0,Florida,1
302,9/14/2001,Sep,2001,Tropical Storm,0,0,Florida,1
303,11/4/2001,Nov,2001,Hurricane (Typhoon),0,0,Florida,1
304,11/5/2001,Nov,2001,Hurricane (Typhoon),0,0,Florida,1
305,11/5/2001,Nov,2001,Hurricane (Typhoon),0,10000,Florida,1
306,11/5/2001,Nov,2001,Hurricane (Typhoon),0,0,Florida,1
307,11/5/2001,Nov,2001,Hurricane (Typhoon),0,30000,Florida,1
308,11/5/2001,Nov,2001,Hurricane (Typhoon),0,10000,Florida,1
309,9/4/2002,Sep,2002,Tropical Storm,0,0,Florida,1
310,9/12/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
311,9/12/2002,Sep,2002,Tropical Storm,0,0,Florida,1
312,9/12/2002,Sep,2002,Tropical Storm,0,0,Florida,1
313,9/12/2002,Sep,2002,Tropical Storm,0,0,Florida,1
314,9/12/2002,Sep,2002,Tropical Storm,0,40000,Florida,1
315,9/13/2002,Sep,2002,Tropical Storm,0,50000,Florida,1
316,9/14/2002,Sep,2002,Tropical Storm,0,100000,Florida,1
317,9/14/2002,Sep,2002,Tropical Storm,0,25000,Florida,1
318,9/14/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
319,9/14/2002,Sep,2002,Tropical Storm,0,35000,Florida,1
320,9/14/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
321,9/14/2002,Sep,2002,Tropical Storm,0,15000,Florida,1
322,9/14/2002,Sep,2002,Tropical Storm,0,5000,Florida,1
323,9/14/2002,Sep,2002,Tropical Storm,0,125000,Florida,1
324,9/14/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
325,9/14/2002,Sep,2002,Tropical Storm,0,25000,Florida,1
326,9/14/2002,Sep,2002,Tropical Storm,0,20000,Florida,1
327,9/14/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
328,9/14/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
329,9/24/2002,Sep,2002,Tropical Storm,0,0,Florida,1
330,9/24/2002,Sep,2002,Tropical Storm,0,0,Florida,1
331,9/24/2002,Sep,2002,Tropical Storm,0,0,Florida,1
332,9/24/2002,Sep,2002,Tropical Storm,0,4500000,Florida,1
333,9/24/2002,Sep,2002,Tropical Storm,0,879000,Florida,1
334,9/24/2002,Sep,2002,Tropical Storm,0,5800000,Florida,1
335,9/25/2002,Sep,2002,Tropical Storm,0,5000000,Florida,1
336,9/25/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
337,9/25/2002,Sep,2002,Tropical Storm,0,10000,Florida,1
338,9/25/2002,Sep,2002,Tropical Storm,0,250000,Florida,1
339,9/25/2002,Sep,2002,Tropical Storm,0,150000,Florida,1
340,9/25/2002,Sep,2002,Tropical Storm,0,100000,Florida,1
341,9/25/2002,Sep,2002,Tropical Storm,0,1000000,Florida,1
342,9/25/2002,Sep,2002,Tropical Storm,0,500000,Florida,1
343,9/25/2002,Sep,2002,Tropical Storm,0,4000000,Florida,1
344,8/10/2004,Aug,2004,Tropical Storm,0,0,Florida,1
345,8/10/2004,Aug,2004,Tropical Storm,0,0,Florida,1
346,8/10/2004,Aug,2004,Tropical Storm,0,0,Florida,1
347,8/10/2004,Aug,2004,Tropical Storm,0,0,Florida,1
348,8/10/2004,Aug,2004,Tropical Storm,0,0,Florida,1
349,8/10/2004,Aug,2004,Tropical Storm,0,0,Florida,1
350,8/11/2004,Aug,2004,Hurricane (Typhoon),0,150000,Florida,1
351,8/11/2004,Aug,2004,Hurricane (Typhoon),0,5000,Florida,1
352,8/11/2004,Aug,2004,Hurricane (Typhoon),0,5000,Florida,1
353,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
354,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
355,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
356,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
357,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
358,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
359,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
360,8/12/2004,Aug,2004,Tropical Storm,0,100000,Florida,1
361,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
362,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
363,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
364,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
365,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
366,8/12/2004,Aug,2004,Tropical Storm,0,0,Florida,1
367,8/13/2004,Aug,2004,Hurricane (Typhoon),0,2500000,Florida,1
368,8/13/2004,Aug,2004,Hurricane (Typhoon),0,50000,Florida,1
369,8/13/2004,Aug,2004,Hurricane (Typhoon),0,25000,Florida,1
370,8/13/2004,Aug,2004,Hurricane (Typhoon),0,0,Florida,1
371,8/13/2004,Aug,2004,Hurricane (Typhoon),0,8200000,Florida,1
372,8/13/2004,Aug,2004,Hurricane (Typhoon),1,2000000000,Florida,1
373,8/13/2004,Aug,2004,Hurricane (Typhoon),1,382000000,Florida,1
374,8/13/2004,Aug,2004,Hurricane (Typhoon),4,3000000000,Florida,1
375,8/13/2004,Aug,2004,Hurricane (Typhoon),1,32400000,Florida,1
376,8/13/2004,Aug,2004,Tropical Storm,0,78000000,Florida,1
377,8/13/2004,Aug,2004,Hurricane (Typhoon),2,52000000,Florida,1
378,8/13/2004,Aug,2004,Tropical Storm,1,900000,Florida,1
379,8/13/2004,Aug,2004,Hurricane (Typhoon),0,20000,Florida,1
380,9/1/2004,Sep,2004,Hurricane (Typhoon),0,5000,Florida,1
